23|0.49532926|-7329147111628111027|xyz|0.44768207323281217
64|0.33398348|-6859924505199365214|mno|0.6440340251633446
42|0.47588593|771304534300893129|qrs|0.22499608256066006
1|0.81717366|-3495550335208269589|bcd|0.004772148973523849
21|0.5731687|4465260699196771611|vwx|0.40612780570829343
2|0.64271545|-2176689027781751148|cde|0.7680306980876475
49|0.35322845|-8397750815745676242|xyz|0.2685253542064032
39|0.2301166|9082485254049298703|nop|0.32793266895276985
3|0.09920812|5916272623795237330|def|0.7084042444471981
24|0.029021323|2048170302538464142|yza|0.35691360934008376
35|0.32413214|7911474772239684999|jkl|0.520505137931974
57|0.7689023|-2890793297576619919|fgh|0.009227052483920195
34|0.03526777|-529923416907741560|ijk|0.33698033495150914
96|0.3160624|5578406190650144242|stu|0.33211247571274183
94|0.23160052|965194022006838044|qrs|0.17419658179618203
85|0.57135624|9047660757632776980|hij|0.3031720943596855
96|0.9711626|-8862194791232213479|stu|0.2372186888785316
89|0.4572171|6010000261215353033|lmn|0.888474538743692
9|0.827776|-2312041754047709511|jkl|0.6202529617206215
43|0.13938278|-1501176369223875741|rst|0.8541175011773076
75|0.54319614|-5927669814809958750|xyz|0.3691372992135885
19|0.075309396|1280995746225266749|tuv|0.9021360368941767
22|0.09351599|-1363300973675271632|wxy|0.07520099359929955
52|0.8176934|2025985455034960810|abc|0.786805793040758
19|0.44774896|8789054671947507461|tuv|0.5189872545041344
53|0.18969738|-511491532756477154|bcd|0.006008565194443483
4|0.7683424|-4218836649986865964|efg|0.6323208559434429
96|0.12218332|-2814912938527193188|stu|0.17021992244068096
66|0.25146765|-6504096287124878230|opq|0.1872666245618856
53|0.15816808|-8667858647069496224|bcd|0.30404129760080856
